[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1434039272.954000 6/11/2015, 12:14:32 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, Nd3Sb3Zn2O14
INFO, WEIGHT, 77.700
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: MT up.seq_5 to 300_quick.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1434041308.117,,5.000000e+003,1.804725e+001,3.849702e-002,1.473770e-004,3,9.935356e-001,3.828270e-001,,,,,,,,,,,,,,32,2,4.000000e+000,2.083092e-001,0.000000e+000,0,,0,
1434041369.327,,5.000000e+003,1.853922e+001,3.760734e-002,1.500928e-004,3,9.936731e-001,3.991051e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.928806e-001,0.000000e+000,0,,0,
1434041431.397,,5.000000e+003,1.903776e+001,3.674093e-002,1.296806e-004,3,9.938381e-001,3.529595e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.883507e-001,0.000000e+000,0,,0,
1434041494.907,,5.000000e+003,1.955405e+001,3.590271e-002,1.212855e-004,3,9.937047e-001,3.378170e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.876812e-001,0.000000e+000,0,,0,
1434041557.877,,5.000000e+003,2.005185e+001,3.512946e-002,1.386447e-004,3,9.937166e-001,3.946679e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.937599e-001,0.000000e+000,0,,0,
1434041625.917,,5.000000e+003,2.057706e+001,3.437883e-002,1.478195e-004,3,9.936710e-001,4.299726e-001,,,,,,,,,,,,,,32,2,4.000000e+000,2.093086e-001,0.000000e+000,0,,0,
1434041683.327,,5.000000e+003,2.106928e+001,3.368449e-002,1.189885e-004,3,9.937192e-001,3.532440e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.905899e-001,0.000000e+000,0,,0,
1434041743.917,,5.000000e+003,2.156393e+001,3.302483e-002,1.230635e-004,3,9.934750e-001,3.726394e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.909103e-001,0.000000e+000,0,,0,
1434041810.307,,5.000000e+003,2.207689e+001,3.238006e-002,1.069713e-004,3,9.937177e-001,3.303618e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.986599e-001,0.000000e+000,0,,0,
1434041866.268,,5.000000e+003,2.257669e+001,3.175069e-002,1.206901e-004,3,9.938348e-001,3.801182e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.944904e-001,0.000000e+000,0,,0,
