6.015059562070605637e+01 3.785760199013292748e-01
6.133515873479643687e+01 3.076191032715307472e-01
6.229332754547502304e+01 3.770734028432869422e-01
6.335300648629696241e+01 2.360778355636075077e-01
6.419447203880091024e+01 3.336644656109388762e-01
6.527285021412292565e+01 4.170597123323140920e-01
6.633603526141362750e+01 3.181374226778306280e-01
6.741441343673562869e+01 4.015326693992040674e-01
6.835972652369542857e+01 3.167182843452351904e-01
6.943459859254868149e+01 3.580402534414091065e-01
7.026788322995882652e+01 3.574559023632826182e-01
7.146530206776802174e+01 4.407676703592091627e-01
7.205466186942256002e+01 3.702281473566468861e-01
7.324273108998170301e+01 3.413445083520478818e-01
7.431059094589743097e+01 2.985199221978280804e-01
7.515205649840137880e+01 3.961065522451594489e-01
7.623043467372338000e+01 4.795017989665346647e-01
7.740447946840745885e+01 2.823250494611446726e-01
7.835212995967975758e+01 2.255595161573094032e-01
7.908507316910284146e+01 4.494494578056791312e-01
8.003506106468763903e+01 4.207327762519721404e-01
8.124416692405939955e+01 6.442888029985578413e-01
8.244275446402484420e+01 7.416249968695485251e-01
8.327720780359122443e+01 7.550650716664861761e-01
8.439882795869469589e+01 1.357364075765291389e+00
8.547253132539169940e+01 1.384661618986402942e+00
8.644823066841415482e+01 1.664482306684142543e+00
8.740172467046771487e+01 1.677838902755633299e+00
8.847075322853969226e+01 1.649038742476481190e+00
8.932741190907493944e+01 1.928942908899669462e+00
9.034618627442792160e+01 1.297092435992688308e+00
9.140235910878111270e+01 1.114023591087811127e+00
9.244100141079043453e+01 7.205883580569523161e-01
9.337229007187515606e+01 4.674808625021924513e-01
9.419856249634777612e+01 3.827499561736686928e-01
9.537260729103188339e+01 1.855732066682822534e-01
9.620238582197326593e+01 1.429155779649562419e-01
9.727492048651397738e+01 1.561886953110001031e-01
9.847000192001065955e+01 2.114516115567965926e-01
9.941531500697045942e+01 1.266372265028259392e-01
1.002579492616306567e+02 2.382482824252249998e-01
1.013374961391089215e+02 3.356679550216625785e-01
1.027519596630798304e+02 1.663730998155124041e-01
1.039411975857952228e+02 1.515138866859793154e-01
1.058435107812773737e+02 1.221293753286989414e-01
1.069183828501306408e+02 1.634513444248746339e-01
1.084624053559950170e+02 1.202928433688672527e-01
1.104860966182768180e+02 1.188737050362718151e-01
1.122763813642093140e+02 1.737192276548338299e-01
1.143012413286473787e+02 1.863245151973025315e-01
1.154881418470502723e+02 1.434164503176376115e-01
1.170321643529146201e+02 1.002579492616320067e-01
1.185796929652477587e+02 9.917272583082237247e-02
